raw,canonical,count
programmable-pseudorandom-set-sampler,programmable-pseudorandom-set-sampler,1
dual-system-encryption,dual-system-encryption,1
succinct-parameters,succinct-parameters,1
lattice-based,lattice-based,1
partially-non-interactive,partially-non-interactive,1
mlwe,mlwe,1
msis,msis,1
gpv-signatures,gpv-signatures,1
keyed-verification-credentials,keyed-verification-credentials,1
modular-cryptography,modular-cryptography,1
sigma-protocols,sigma-protocols,1
anonymous-credentials,anonymous-credentials,1
ooni,ooni,1
decoding-failure-rate,decoding-failure-rate,1
key-encapsulation,key-encapsulation,1
error-correcting-codes,error-correcting-codes,1
parameter-optimization,parameter-optimization,1
bft-smr,bft-smr,1
dag-consensus,dag-consensus,1
pre-commit-execution,pre-commit-execution,1
ordering-failure,ordering-failure,1
latency-optimization,latency-optimization,1
partial-synchrony,partial-synchrony,1
mysticeti,mysticeti,1
multivariate-cryptography,multivariate-cryptography,1
trapdoor-construction,trapdoor-construction,1
polynomial-factorisation,polynomial-factorisation,1
encryption-scheme,encryption-scheme,1
factorisation-based,factorisation-based,1
bilinear-maps,bilinear-maps,1
tensor-representation,tensor-representation,1
gronbner-basis-security,gronbner-basis-security,1
algebraic-cryptanalysis,algebraic-cryptanalysis,1
ccz-gate,ccz-gate,1
gate-teleportation,gate-teleportation,1
quantum-cryptography,quantum-cryptography,1
pauli-twirling,pauli-twirling,1
distributed-symmetric-key-encryption,distributed-symmetric-key-encryption,1
mlwr,mlwr,1
dprf,dprf,1
dise,dise,1
quantum-random-oracle-model,quantum-random-oracle-model,1
secure-backup,secure-backup,1
trusted-execution-environments,trusted-execution-environments,1
password-protected-secret-sharing,password-protected-secret-sharing,1
non-interactive-protocol,non-interactive-protocol,1
distributed-key-management,distributed-key-management,1
private-set-intersection,private-set-intersection,1
outsourced-computation,outsourced-computation,1
multi-party-analytics,multi-party-analytics,1
circuit-psi,circuit-psi,1
mail-analytics,mail-analytics,1
polynomial-dependency,polynomial-dependency,1
decryption-failure-rate,decryption-failure-rate,1
cca-attack,cca-attack,1
trimming,trimming,1
failure-based-attack,failure-based-attack,1
norm-decomposition,norm-decomposition,1
ecc-polynomial-products,ecc-polynomial-products,1
hankel-matrices,hankel-matrices,1
minrank,minrank,1
exterior-algebra,exterior-algebra,1
mceliece-connection,mceliece-connection,1
c2pa,c2pa,1
digital-provenance,digital-provenance,1
timestamp-vulnerability,timestamp-vulnerability,1
formal-methods,formal-methods,1
validator-inconsistency,validator-inconsistency,1
verifiable-shuffles,verifiable-shuffles,1
e-voting,e-voting,1
mix-nets,mix-nets,1
inner-product-argument,inner-product-argument,1
elgamal-encryption,elgamal-encryption,1
logarithmic-proof-size,logarithmic-proof-size,1
transient-execution,transient-execution,1
spectre,spectre,1
electromagnetic-side-channel,electromagnetic-side-channel,1
arm-cortex-a53,arm-cortex-a53,1
single-load-gadget,single-load-gadget,1
compute-in-transit,compute-in-transit,1
data-movement-bottleneck,data-movement-bottleneck,1
photonic-computing,photonic-computing,1
architectural-model,architectural-model,1
ai-workloads,ai-workloads,1
secure-comparison,secure-comparison,1
multiparty-computation,multiparty-computation,1
two-round-protocol,two-round-protocol,1
quaternary-integer,quaternary-integer,1
round-absorption,round-absorption,1
beaver-triples,beaver-triples,1
ternary-tree,ternary-tree,1
custom-circuit,custom-circuit,1
fpm,fpm,1
small-psquare,small-psquare,1
privium,privium,1
asic,asic,1
silver,silver,1
matchi,matchi,1
prolead,prolead,1
tweakable-block-cipher,tweakable-block-cipher,1
tfhe,tfhe,1
multiplication,multiplication,1
vertical-packing,vertical-packing,1
circuit-bootstrapping,circuit-bootstrapping,1
bootstrapping,bootstrapping,1
matrix-native,matrix-native,1
gl-scheme,gl-scheme,1
private-inference,private-inference,1
bitcoin,bitcoin,1
cut-and-choose,cut-and-choose,1
fraud-proofs,fraud-proofs,1
trust-minimized-bridges,trust-minimized-bridges,1
groth16-verifier,groth16-verifier,1
blockchain-cryptography,blockchain-cryptography,1
publicly-verifiable-secret-sharing,publicly-verifiable-secret-sharing,1
identity-based-encryption,identity-based-encryption,1
secure-voting,secure-voting,1
non-interactive-dealer,non-interactive-dealer,1
long-lasting-security,long-lasting-security,1
wallet-as-a-service,wallet-as-a-service,1
tsaas,tsaas,1
stacked-garbling,stacked-garbling,1
programmable-prf,programmable-prf,1
non-adaptive-programming,non-adaptive-programming,1
one-way-functions,one-way-functions,1
branching-computation,branching-computation,1
anamorphic-encryption,anamorphic-encryption,1
re-randomization-resistance,re-randomization-resistance,1
deterministic-encryption,deterministic-encryption,1
re-randomizable-pke,re-randomizable-pke,1
covert-channels,covert-channels,1
mass-surveillance,mass-surveillance,1
two-layer-encryption,two-layer-encryption,1
ntru-lattice,ntru-lattice,1
hybrid-sampling,hybrid-sampling,1
falcon-successor,falcon-successor,1
masking-friendly,masking-friendly,1
constant-time-implementation,constant-time-implementation,1
gpv-framework,gpv-framework,1
signcryption,signcryption,1
internet-of-vehicles,internet-of-vehicles,1
lwr,lwr,1
certificateless-crypto,certificateless-crypto,1
multi-receiver,multi-receiver,1
vehicular-networks,vehicular-networks,1
post-quantum-migration,post-quantum-migration,1
symbolic-verification,symbolic-verification,1
security-protocols,security-protocols,1
graph-based-modeling,graph-based-modeling,1
secrecy,secrecy,1
dolev-yao-adversary,dolev-yao-adversary,1
power-analysis-attack,power-analysis-attack,1
crystal-kyber,crystal-kyber,1
correlation-power-analysis,correlation-power-analysis,1
embedding-technique,embedding-technique,1
fcsr-sequences,fcsr-sequences,1
arithmetic-correlation,arithmetic-correlation,1
spectral-analysis,spectral-analysis,1
fourier-analysis,fourier-analysis,1
feedback-carry-shift-register,feedback-carry-shift-register,1
sequence-design,sequence-design,1
coset-parity,coset-parity,1
class-numbers,class-numbers,1
ideal-correlation,ideal-correlation,1
odd-order-case,odd-order-case,1
fixed-point-arithmetic,fixed-point-arithmetic,1
replicated-secret-sharing,replicated-secret-sharing,1
quotient-correction,quotient-correction,1
uc-framework,uc-framework,1
